train_id,region,season,train_type,train_age_years,average_speed_kmph,distance_travelled_km,ambient_temperature_c,humidity_percent,rainfall_mm,wheel_wear_percent,track_vibration_level,rail_wear_mm,bearing_temperature_c,axle_temperature_c,brake_pad_wear_percent,brake_pressure_psi,battery_voltage,last_maintenance_days,sensor_health_index,inspection_score,delay_minutes,failure_type,maintenance_required,failure_severity,risk_score
82445,Northern Railway,Summer,Passenger,6,67.39638993774442,86568,36.8,59.1,0.7,27.0,2.53,5.7,69.1,64.2,6.7,107.6,23.7,27,91.1,95.7,1.0,None,0,None,42.1
82446,Central Railway,Monsoon,Freight,1,49.6773366045772,38675,26.3,100.0,103.8,17.0,0.47,1.58,62.8,63.5,40.6,106.3,25.6,175,70.8,74.8,26.7,Signal Failure,1,High,59.2
82447,Western Railway,Summer,Express,29,119.3552112753931,163071,35.5,56.8,0.8,71.8,4.41,11.63,91.4,75.3,54.0,83.2,22.53,17,95.3,100.0,4.4,None,0,None,57.4
82448,Northern Railway,Summer,Passenger,12,63.40335512462461,153547,37.6,48.8,6.4,,2.88,5.55,,54.1,47.5,95.3,23.51,356,32.1,41.6,7.7,None,0,None,92.7
82449,Central Railway,Summer,Express,8,98.30281104989216,88193,36.1,56.9,0.7,36.7,3.06,4.33,60.1,53.8,26.3,101.6,25.51,139,62.7,69.2,2.8,None,0,None,66.6
82450,Northern Railway,Winter,Express,4,106.65183581472571,341888,13.8,,2.6,41.9,2.9,12.68,,62.9,6.8,110.1,24.46,8,100.0,96.2,6.2,None,0,None,43.0
82451,Central Railway,Monsoon,Express,14,92.57414966367472,59626,30.0,,92.6,28.5,3.14,13.02,52.5,54.5,30.4,100.5,23.59,88,85.6,76.1,7.8,None,0,None,55.6
82452,Southern Railway,Winter,Passenger,18,79.5709726645441,81719,16.6,40.4,0.7,62.7,3.18,12.75,81.0,83.9,13.1,113.9,24.69,223,45.6,47.7,6.5,Brake Failure,1,Medium,84.9
82453,Western Railway,Winter,Passenger,25,84.07557471907622,136806,19.5,48.9,,35.9,1.93,8.92,74.2,61.1,43.1,101.2,23.54,333,40.6,43.5,16.9,None,0,None,85.9
82454,Central Railway,Summer,Metro,17,65.64548697057245,154217,34.2,65.6,0.8,30.5,2.4,8.82,71.3,65.0,32.4,105.3,24.55,46,94.4,86.9,5.5,None,0,None,49.4
82455,Southern Railway,Winter,Freight,6,52.672066617738686,102601,19.3,66.5,3.4,,3.48,6.16,69.9,36.4,11.7,112.4,24.17,40,92.2,96.5,24.6,None,0,None,38.4
82456,Northern Railway,Summer,Passenger,4,73.64324427869497,257059,49.0,49.8,3.4,6.5,1.77,7.41,71.0,49.5,0.0,129.4,,124,62.0,57.8,5.5,None,0,None,59.9
82457,Central Railway,Summer,Express,28,116.62891250314799,69343,34.7,59.0,,60.2,3.82,11.34,82.8,80.0,42.3,90.9,22.4,195,60.7,73.3,9.0,None,0,None,73.9
82458,Eastern Railway,Monsoon,Passenger,2,72.07774572476066,84420,27.4,100.0,34.5,0.0,0.36,3.06,45.1,61.7,12.3,116.3,22.96,167,71.7,78.6,33.2,None,0,None,48.9
82459,Central Railway,Winter,Passenger,32,54.96121836380957,267363,12.4,48.7,1.5,50.9,3.78,12.0,74.5,75.8,74.6,84.4,22.63,44,95.8,100.0,11.7,Track Defect,1,High,55.2
82460,Eastern Railway,Summer,Express,19,85.93221597671001,18510,43.8,,2.0,51.1,3.94,7.68,,63.8,61.1,90.3,23.38,59,87.1,80.2,9.7,None,0,None,63.7
82461,Western Railway,Summer,Freight,2,71.16105086854981,115951,32.8,49.8,5.1,16.3,1.38,8.31,59.9,64.9,32.2,100.3,29.01,352,26.2,40.0,13.5,None,0,None,85.0
82462,Western Railway,Winter,Passenger,21,85.53690940057473,135320,8.5,43.6,0.3,50.2,4.22,10.83,83.8,71.0,37.4,100.1,22.65,339,37.1,43.1,6.9,None,0,None,89.8
82463,Southern Railway,Winter,Passenger,8,79.70452132748252,61696,18.7,61.3,1.9,21.1,2.47,5.32,65.4,69.7,17.0,114.6,24.46,360,38.2,40.0,8.8,None,0,None,80.4
82464,Central Railway,Summer,Express,24,127.79389538004364,167336,50.0,68.2,6.1,54.0,3.95,11.82,67.9,71.3,42.1,94.8,25.21,299,39.6,45.4,10.3,None,0,None,89.8
82465,Southern Railway,Summer,Passenger,17,50.176116050786305,93430,32.7,57.1,9.1,4.0,1.26,7.0,45.3,43.7,31.0,87.4,27.17,352,16.8,40.0,18.7,Track Defect,1,High,84.6
82466,Northern Railway,Winter,Freight,17,50.36946727140573,44038,17.7,46.5,6.4,39.2,4.44,9.12,73.2,65.3,30.9,102.9,24.18,328,31.0,40.0,6.1,None,0,None,89.1
82467,Central Railway,Winter,Passenger,17,67.82385510833677,45007,17.9,47.8,,24.3,2.37,7.43,64.6,59.2,42.1,85.1,25.68,337,32.2,40.0,3.9,None,0,None,86.7
82468,Northern Railway,Summer,Express,9,106.18641771380868,108537,29.3,63.5,0.5,21.5,1.56,4.17,76.3,61.9,34.0,102.7,24.7,241,55.2,55.5,6.5,None,0,None,71.7
82469,South Central Railway,Winter,Passenger,9,71.40405534750177,53562,9.8,33.8,0.6,32.7,4.25,5.08,63.2,53.8,13.5,117.3,26.03,310,40.1,43.9,17.9,None,0,None,80.6
82470,South Central Railway,Monsoon,Express,9,123.92126074574043,78952,22.6,88.2,81.2,40.5,3.3,7.91,71.5,53.6,41.9,99.6,22.54,236,60.0,76.6,45.6,None,0,None,67.7
82471,Central Railway,Summer,Express,29,109.55749124872943,216747,41.4,69.6,6.4,71.1,,13.82,90.9,75.3,45.8,87.1,24.68,121,75.4,61.4,21.7,None,0,None,77.5
82472,Northern Railway,Summer,Freight,20,50.60680045978707,181621,31.1,53.3,1.8,37.8,2.34,9.13,91.3,63.5,78.4,74.3,27.23,213,70.8,74.9,7.9,None,0,None,70.0
82473,Eastern Railway,Monsoon,Freight,34,43.047781933601335,212879,30.4,90.1,88.2,68.1,4.5,11.72,74.4,70.6,75.0,67.0,23.97,166,77.8,70.1,37.9,Track Defect,1,Medium,76.9
82474,Western Railway,Summer,Passenger,21,86.84287451885311,291263,37.3,45.5,15.3,32.8,4.76,10.34,68.2,64.6,41.8,103.0,24.54,42,90.0,93.0,3.4,None,0,None,50.3
82475,South Central Railway,Monsoon,Express,14,78.54701606231524,46740,22.6,55.9,39.6,46.7,2.76,10.88,70.9,68.5,41.0,83.3,24.36,330,36.4,42.7,13.0,None,0,None,89.8
82476,Northern Railway,Winter,Passenger,31,76.73220390637407,106462,16.7,30.4,2.5,72.6,5.33,14.93,99.2,82.7,60.7,77.7,26.39,279,44.1,60.2,5.5,Track Defect,1,Medium,89.9
82477,Southern Railway,Monsoon,Freight,29,48.26252947806506,105336,25.4,97.5,28.6,54.9,3.42,9.77,81.2,73.9,60.6,89.6,24.8,233,49.3,62.2,48.6,None,0,None,83.1
82478,Northern Railway,Monsoon,Freight,21,57.02972537291368,57150,25.4,67.8,182.8,,3.04,8.2,87.0,60.9,50.5,90.3,24.62,48,94.3,94.5,41.4,None,0,None,53.3
82479,Northern Railway,Summer,Freight,8,77.32178467120542,84377,44.2,64.2,,13.9,2.74,6.31,69.7,53.8,29.7,105.9,26.09,304,41.9,56.0,12.2,None,0,None,73.0
82480,Southern Railway,Summer,Freight,8,61.744500445863025,505752,44.3,58.9,1.4,21.3,1.31,6.94,52.2,60.3,54.9,90.3,25.19,328,43.7,58.0,0.7,None,0,None,77.3
82481,Eastern Railway,Winter,Express,11,79.0797133416612,182334,22.7,54.1,0.1,,3.02,8.34,65.7,64.5,10.8,120.6,24.07,274,33.1,51.3,7.6,None,0,None,79.8
82482,Eastern Railway,Summer,Express,2,125.53797539679252,123269,35.1,58.2,21.3,0.0,0.39,1.2,63.0,47.7,8.0,107.2,24.86,269,44.2,41.5,3.7,None,0,None,71.3
82483,South Central Railway,Monsoon,Express,13,107.85980530706759,115262,24.3,98.0,102.7,11.7,2.34,10.99,60.7,59.5,9.6,103.2,25.21,58,95.2,86.7,29.4,None,0,None,41.1
82484,Western Railway,Monsoon,Passenger,4,75.1696192303054,84040,30.0,87.3,63.0,13.6,2.72,5.58,,49.9,29.4,104.8,26.36,57,100.0,100.0,44.4,None,0,None,37.8
82485,Central Railway,Monsoon,Passenger,8,81.22056737929593,73782,27.1,94.3,23.9,21.4,0.34,5.03,57.4,45.0,46.6,94.7,23.25,209,64.8,77.5,9.5,None,0,None,61.9
82486,Southern Railway,Monsoon,Express,27,102.27898770795356,50390,28.6,89.4,80.6,55.0,5.4,13.34,75.5,72.4,50.2,100.2,,219,54.1,48.4,11.5,None,0,None,85.7
82487,Eastern Railway,Summer,Passenger,11,68.9159647188039,100350,37.3,45.6,12.8,9.5,,8.99,59.3,46.5,1.0,114.7,23.83,235,38.9,58.4,22.68,Brake Failure,1,High,67.5
82488,South Central Railway,Winter,Express,29,131.48890000924686,72237,19.4,60.7,,42.3,2.9,12.07,,62.6,36.1,100.1,24.15,237,47.4,43.5,9.6,None,0,None,84.4
82489,South Central Railway,Monsoon,Passenger,12,80.81542090929034,109934,32.2,79.5,101.4,30.6,2.32,9.34,73.6,58.6,44.9,94.1,24.92,253,51.3,65.3,13.4,None,0,None,72.9
82490,Central Railway,Winter,Passenger,12,98.39539521889829,70505,30.4,49.1,3.3,29.5,2.84,5.17,79.7,61.2,47.7,88.3,23.82,69,82.2,70.7,8.4,Brake Failure,1,Medium,61.6
82491,South Central Railway,Monsoon,Express,3,107.26051250995658,190763,25.8,70.2,40.7,24.7,4.1,9.3,74.9,52.3,24.4,108.1,24.8,18,100.0,94.8,47.2,None,0,None,41.9
82492,Northern Railway,Winter,Express,19,134.118835525149,56969,20.3,38.4,3.9,40.2,4.19,7.55,88.1,56.8,37.9,106.6,21.18,87,98.9,87.2,9.7,Brake Failure,1,Low,51.2
82493,Eastern Railway,Summer,Passenger,22,75.2188739476661,77711,32.2,65.5,5.1,57.7,5.0,13.4,76.2,65.8,57.5,88.7,23.55,133,72.6,66.9,6.7,None,0,None,74.5
82494,Southern Railway,Summer,Passenger,18,81.43766200285978,30070,33.9,59.8,4.0,81.3,4.66,10.09,95.7,66.5,12.9,105.8,27.27,302,43.5,58.5,8.3,None,0,None,85.8
82495,Northern Railway,Summer,Passenger,17,72.5573671106495,67246,38.0,68.7,3.7,40.6,3.62,6.31,81.4,66.5,73.4,80.1,26.72,106,86.9,71.0,13.3,None,0,None,66.7
82496,Southern Railway,Summer,Express,18,97.10496211138135,153007,39.2,,10.0,31.4,1.32,8.77,71.2,59.9,54.3,72.3,24.69,113,75.7,81.9,3.7,None,0,None,60.5
82497,Western Railway,Summer,Passenger,27,88.82214495359382,61703,34.6,63.4,3.4,39.1,3.45,12.55,77.6,66.7,52.1,94.2,24.69,357,34.0,52.5,0.9,None,0,None,86.4
82498,Western Railway,Summer,Passenger,15,55.95272784815319,212876,36.0,45.6,5.4,44.9,3.09,6.51,74.2,64.6,32.4,105.5,21.72,265,51.1,72.5,9.6,Signal Failure,1,Low,71.8
82499,Southern Railway,Monsoon,Passenger,9,74.15189920197287,80580,20.9,,42.1,9.7,1.34,4.91,46.7,60.2,16.9,105.9,24.02,337,33.2,41.0,26.1,None,0,None,78.6
82500,South Central Railway,Monsoon,Passenger,16,80.35501559682987,44205,35.8,69.6,35.5,32.4,3.49,6.37,70.7,72.9,30.4,111.7,25.98,231,58.2,71.7,25.3,None,0,None,66.5
82501,South Central Railway,Summer,Passenger,33,67.88935026689904,54054,34.4,44.7,16.8,50.8,4.23,11.17,76.3,63.1,65.0,59.3,26.38,221,45.5,61.4,0.4,Wheel Defect,1,High,84.2
82502,South Central Railway,Monsoon,Express,11,115.53984614968432,43312,27.1,69.1,50.4,44.3,,5.53,82.5,51.0,29.6,116.3,24.6,91,82.9,79.3,30.9,None,0,None,59.0
82503,Southern Railway,Monsoon,Passenger,21,106.402407368497,145783,31.0,89.4,,25.2,1.89,10.73,50.1,41.0,36.6,100.9,23.75,101,79.4,84.1,10.7,None,0,None,54.3
82504,Northern Railway,Winter,Express,18,115.20516846057656,602105,19.0,60.7,0.2,67.0,5.35,6.61,105.2,77.7,37.3,106.3,23.18,131,62.4,63.9,3.2,Wheel Defect,1,Low,78.1
82505,Central Railway,Summer,Express,28,106.80596031355255,64422,30.3,74.5,5.1,52.5,4.05,10.26,93.3,62.0,69.3,68.8,23.32,142,66.5,58.5,7.4,None,0,None,80.2
82506,South Central Railway,Summer,Passenger,11,76.61404604142957,27581,27.8,44.7,17.0,24.3,1.78,4.16,61.7,63.1,17.3,117.1,24.01,325,31.9,46.1,6.5,None,0,None,80.7
82507,Central Railway,Winter,Express,19,116.50829809917802,37874,17.4,54.1,1.4,26.8,2.72,7.12,75.8,56.2,77.5,70.3,,59,79.9,89.0,2.5,None,0,None,58.8
82508,Central Railway,Monsoon,Express,23,115.48120925735503,59427,33.0,83.4,90.3,59.9,4.73,9.76,99.0,71.9,64.4,84.8,23.65,87,84.8,70.7,30.0,None,0,None,70.9
82509,South Central Railway,Monsoon,Freight,16,62.43399559815903,46760,29.9,73.9,67.8,57.5,3.76,8.71,,79.0,34.3,98.4,25.97,98,71.1,77.3,55.440000000000005,None,0,None,67.3
82510,Western Railway,Summer,Express,31,105.02609582864763,127552,31.4,46.3,2.7,66.1,3.53,14.09,93.3,72.8,44.0,84.9,25.63,41,95.6,100.0,7.2,Track Defect,1,Medium,54.4
82511,Eastern Railway,Summer,Freight,25,41.19593598462141,151662,38.6,50.1,4.4,54.4,4.1,11.08,92.4,69.4,68.8,84.6,25.02,257,47.7,45.6,6.3,None,0,None,91.4
82512,Central Railway,Monsoon,Passenger,4,69.02578941056436,20731,23.3,94.5,94.4,0.3,2.22,5.51,48.2,47.3,50.6,91.6,,41,96.7,91.8,27.5,None,0,None,41.9
82513,Eastern Railway,Monsoon,Express,18,74.97292858828006,70767,31.3,78.8,22.2,34.3,4.08,12.62,73.8,43.0,46.1,88.3,24.57,69,74.4,77.5,13.0,Signal Failure,1,Medium,62.2
82514,Northern Railway,Monsoon,Express,28,115.26146588655547,122541,35.3,75.3,54.7,63.9,,15.77,79.3,63.0,67.6,90.8,24.88,92,93.6,83.2,43.2,Track Defect,1,Low,64.7
82515,Eastern Railway,Monsoon,Passenger,15,63.915345773731794,20731,31.7,65.2,39.0,30.8,3.36,6.33,63.1,69.9,25.4,109.9,23.91,86,89.1,57.6,32.7,Track Defect,1,Critical,61.7
82516,Western Railway,Monsoon,Passenger,28,77.32005173152477,253394,29.2,86.7,157.3,43.9,3.97,18.34,69.8,51.7,82.7,78.9,26.57,292,38.3,44.6,18.6,Track Defect,1,Low,94.0
82517,Central Railway,Monsoon,Passenger,26,65.22144756399464,92143,24.4,81.6,61.5,73.6,4.6,12.84,101.6,77.4,68.1,78.7,23.26,215,69.0,71.1,13.1,None,0,None,79.5
82518,Eastern Railway,Summer,Express,4,131.57726389546605,141517,39.8,66.4,10.2,18.5,1.75,4.06,56.9,47.3,26.4,96.0,24.61,89,81.4,69.8,13.1,None,0,None,56.3
82519,Northern Railway,Summer,Passenger,3,82.74603288821419,88468,33.6,70.2,6.9,0.0,1.12,5.13,,52.0,24.5,108.6,24.32,20,100.0,93.3,4.8,None,0,None,36.4
82520,Southern Railway,Winter,Passenger,24,72.7540182893892,35742,11.6,51.9,0.3,61.3,,19.0,85.2,63.4,53.5,108.1,22.01,149,66.9,52.4,1.5,Track Defect,1,Medium,82.3
82521,Northern Railway,Summer,Express,9,117.5652244634032,80551,27.9,,1.6,35.0,1.91,4.86,66.8,57.9,55.8,83.0,27.44,245,52.0,48.6,9.1,None,0,None,82.1
82522,Eastern Railway,Winter,Passenger,13,80.64337726758093,90286,19.7,50.1,0.1,44.7,4.12,6.17,72.8,77.2,31.5,104.3,25.43,108,70.1,61.8,7.7,None,0,None,70.1
82523,South Central Railway,Winter,Metro,11,61.24379806311213,100418,26.5,64.3,5.8,35.5,,5.95,68.0,60.5,18.8,112.7,23.21,360,29.7,40.0,7.0,None,0,None,86.8
82524,Southern Railway,Monsoon,Express,29,88.48448424362907,272307,29.4,71.3,101.7,64.5,4.06,18.55,84.8,67.9,55.6,91.4,29.12,315,37.3,44.0,30.2,Track Defect,1,High,95.7
82525,Central Railway,Summer,Passenger,21,63.62412887135713,109519,29.8,49.8,0.9,27.6,1.91,13.33,67.6,57.5,59.6,79.7,24.01,49,93.4,76.8,1.6,None,0,None,57.1
82526,Southern Railway,Winter,Metro,27,38.692873277740674,43972,19.8,49.7,5.6,52.9,3.25,10.01,91.9,64.0,72.1,81.1,23.15,169,73.7,60.3,18.1,None,0,None,77.8
82527,Eastern Railway,Winter,Freight,1,52.55098365661237,82909,26.6,35.3,3.7,18.3,,0.79,69.4,58.5,27.5,121.7,24.39,69,80.3,56.5,7.4,None,0,None,62.0
82528,Eastern Railway,Summer,Freight,26,63.21735592288886,87865,28.9,67.1,4.8,52.8,4.66,10.18,89.5,69.3,66.6,91.9,24.24,5,92.1,86.6,26.0,None,0,None,60.9
82529,Southern Railway,Monsoon,Passenger,7,99.21799036908826,269081,30.3,73.8,,34.3,1.45,8.74,77.8,68.1,30.1,113.8,24.87,61,92.3,83.1,16.6,None,0,None,52.2
82530,Northern Railway,Winter,Passenger,9,64.7203966796948,92900,15.6,,4.3,11.0,2.81,5.83,64.6,52.1,14.9,109.3,22.96,65,98.2,96.5,6.6,Track Defect,1,Low,36.9
82531,Central Railway,Summer,Passenger,15,85.4044951682651,126132,30.1,69.4,1.8,39.3,4.25,8.59,69.5,57.5,31.8,106.0,27.08,65,87.1,93.4,15.7,None,0,None,51.1
82532,Southern Railway,Monsoon,Passenger,2,81.93061115126646,285271,32.5,70.6,97.4,45.1,3.25,2.19,135.9,63.1,8.5,114.1,22.21,197,67.0,59.3,12.3,None,0,None,68.8
82533,Northern Railway,Winter,Passenger,3,84.04888811717512,185336,31.6,42.1,2.1,21.3,3.61,7.86,75.9,58.2,29.8,115.0,23.26,178,68.8,64.1,8.9,None,0,None,63.5
82534,Western Railway,Summer,Passenger,11,82.03460356402876,76348,38.2,55.1,1.5,2.5,0.37,4.24,57.7,44.1,31.4,98.3,26.07,340,21.7,40.0,7.6,None,0,None,82.8
82535,Central Railway,Summer,Freight,3,73.63576661542453,93103,34.1,64.0,11.1,0.0,0.0,2.05,,59.9,4.4,116.3,23.49,33,95.6,71.4,4.4,None,0,None,43.4
82536,Western Railway,Summer,Passenger,33,71.75045293785054,155693,36.4,56.8,2.8,62.6,5.4,12.16,81.2,66.5,80.7,76.5,24.48,340,21.1,40.0,11.7,Wheel Defect,1,Medium,100.0
82537,Western Railway,Monsoon,Express,8,115.85379489701951,327314,31.1,63.3,80.9,40.2,2.72,3.85,77.3,70.6,36.0,97.4,26.08,167,74.4,79.2,11.34,Bearing Failure,1,Low,61.4
82538,South Central Railway,Monsoon,Express,25,112.2546115428064,89278,32.5,84.5,24.1,,2.49,8.95,62.1,61.8,46.0,107.9,22.73,123,70.0,60.4,26.8,None,0,None,70.1
82539,Western Railway,Winter,Passenger,19,75.18040094342112,45949,26.7,20.2,5.6,53.4,3.78,9.53,77.0,68.0,26.9,115.6,23.43,190,66.9,63.6,22.7,Signal Failure,1,Critical,71.9
82540,Central Railway,Winter,Passenger,26,92.0164881888677,76092,28.9,38.6,2.6,58.1,4.01,9.19,80.4,73.0,41.7,103.5,22.79,288,41.2,57.9,17.2,None,0,None,85.3
82541,Southern Railway,Summer,Passenger,6,96.57957718716611,65767,40.5,48.9,,11.3,0.14,8.31,,53.2,19.1,118.2,21.94,262,48.2,65.1,5.2,None,0,None,65.2
82542,Central Railway,Summer,Express,12,84.55224050173604,62482,29.1,68.0,2.0,20.7,2.47,10.53,69.2,57.6,50.4,80.0,28.23,363,18.1,40.0,5.4,None,0,None,91.3
82543,Northern Railway,Monsoon,Passenger,14,81.5357234219646,50501,30.4,86.1,96.9,52.0,4.02,8.93,77.1,70.1,34.8,94.1,26.08,332,38.8,41.5,36.6,None,0,None,89.9
82544,Northern Railway,Summer,Freight,33,48.47768449924847,347942,41.0,77.3,9.4,65.5,4.71,14.78,80.6,81.6,74.0,66.2,23.73,173,80.8,86.8,4.7,Track Defect,1,Medium,68.5
82545,Western Railway,Winter,Express,5,102.68107201459871,189419,13.9,53.7,4.1,30.5,3.78,8.07,80.7,66.9,42.3,97.2,24.87,356,25.3,43.1,10.4,None,0,None,89.2
82546,Southern Railway,Monsoon,Freight,8,55.89573211150399,84614,36.0,79.1,82.4,31.4,3.28,6.14,70.2,56.5,38.0,99.7,26.05,54,92.1,98.7,14.7,None,0,None,46.4
82547,Eastern Railway,Monsoon,Express,6,127.31992186836908,125471,28.8,,103.7,20.7,2.36,5.21,67.2,56.2,44.8,94.3,27.84,256,54.9,58.3,14.2,None,0,None,72.1
82548,Southern Railway,Winter,Express,15,105.86538743731914,117091,18.7,57.0,1.2,8.2,1.33,9.05,61.7,52.4,31.7,100.6,24.74,66,83.9,76.5,11.8,None,0,None,51.0
82549,South Central Railway,Summer,Freight,33,51.81225551667756,96492,36.3,50.0,8.9,55.6,,17.16,86.4,58.6,58.2,74.7,23.48,294,58.2,79.7,11.9,Track Defect,1,Critical,73.3
82550,South Central Railway,Monsoon,Express,2,104.95475232923967,187819,29.3,79.2,42.1,13.2,2.35,3.08,70.9,58.4,14.8,105.0,26.52,66,83.9,70.3,37.7,None,0,None,52.2
82551,Southern Railway,Winter,Express,17,104.90504046297166,269522,15.3,54.3,1.2,39.7,,9.27,62.7,68.4,38.9,87.7,24.64,83,89.5,89.2,10.8,None,0,None,53.2
82552,Western Railway,Summer,Freight,27,65.23464892202894,68679,43.8,68.1,4.4,61.9,5.13,15.48,71.5,72.6,38.8,78.7,22.55,256,64.8,72.1,10.3,Track Defect,1,Low,73.0
82553,South Central Railway,Monsoon,Passenger,24,76.55387882516102,79818,28.4,66.9,121.2,44.1,3.24,10.19,,58.9,30.3,108.2,25.24,52,89.0,91.0,17.1,None,0,None,52.5
82554,Northern Railway,Winter,Metro,16,76.02594809031592,82186,23.8,40.4,4.1,42.8,3.78,6.01,87.0,67.7,30.0,107.6,25.14,120,75.7,74.4,4.6,None,0,None,62.7
82555,Northern Railway,Winter,Passenger,19,95.65869476059687,72702,21.7,62.9,2.5,30.7,3.25,10.15,78.4,63.4,50.6,101.3,25.94,126,71.2,70.9,3.4,None,0,None,65.5
82556,Southern Railway,Summer,Passenger,21,63.202385045692964,28011,39.2,,9.1,,4.62,7.83,83.2,68.8,44.6,88.3,24.35,81,77.2,81.2,32.1,None,0,None,64.4
82557,South Central Railway,Summer,Passenger,19,79.26274655955673,67848,30.2,58.4,2.0,25.0,2.26,7.81,66.3,55.1,58.4,78.6,24.09,265,42.4,49.6,10.6,None,0,None,82.4
82558,South Central Railway,Winter,Passenger,9,78.6940069798757,128339,22.0,31.8,0.8,42.4,3.75,4.75,87.7,66.9,40.0,95.7,24.47,255,55.6,65.4,2.7,None,0,None,73.7
82559,Northern Railway,Monsoon,Express,7,98.3129968251068,152147,28.2,73.0,47.5,32.3,3.47,4.38,73.3,59.6,19.1,91.9,29.21,157,74.8,82.7,32.4,None,0,None,55.4
82560,Central Railway,Winter,Metro,9,61.58111549876263,78333,15.3,33.3,22.9,32.4,3.24,4.06,134.46,53.6,18.6,112.9,24.32,249,46.0,54.4,6.8,None,0,None,75.3
82561,Western Railway,Winter,Express,33,123.94615144330643,27859,27.7,37.9,4.3,55.9,3.41,17.98,75.4,75.6,53.1,94.1,25.22,263,54.3,60.2,4.5,Track Defect,1,Critical,81.6
82562,Eastern Railway,Summer,Express,34,105.7692708941908,66620,36.9,50.6,4.5,56.7,5.01,15.03,80.8,60.3,60.7,81.1,24.57,35,90.5,80.7,3.1,Track Defect,1,Medium,63.8
82563,Southern Railway,Winter,Freight,25,56.62738952564018,460882,21.0,39.7,6.0,54.7,2.99,10.74,94.1,73.8,83.2,69.0,24.58,296,44.9,59.4,6.4,Brake Failure,1,Low,88.9
82564,Northern Railway,Monsoon,Passenger,28,73.66213808232725,65761,27.5,84.9,26.6,59.0,,12.38,83.8,70.6,60.7,86.0,,18,100.0,82.8,12.8,None,0,None,60.7
82565,Western Railway,Monsoon,Passenger,29,55.5593150195585,61556,32.4,82.4,57.2,61.9,5.0,12.13,83.0,70.0,79.4,77.6,23.48,46,92.0,92.8,10.3,None,0,None,62.7
82566,Eastern Railway,Winter,Freight,29,62.95901036249119,70180,31.4,52.8,2.2,46.3,4.14,13.17,84.5,66.1,41.0,103.3,22.84,79,81.3,75.9,1.9,None,0,None,63.0
82567,South Central Railway,Monsoon,Express,4,121.57924684786175,104097,28.2,74.1,63.9,3.3,2.02,4.58,57.4,53.7,7.2,119.5,26.3,322,36.3,46.3,35.5,None,0,None,72.5
82568,South Central Railway,Summer,Passenger,4,83.37592259688829,105640,37.5,46.2,4.0,23.8,,3.08,62.1,61.5,25.7,99.3,26.13,158,50.9,57.5,4.2,None,0,None,71.5
82569,Northern Railway,Monsoon,Freight,13,60.89585146977163,79603,28.9,92.1,52.7,26.4,2.73,6.81,71.8,61.2,32.3,107.4,23.76,179,78.4,76.2,22.1,None,0,None,57.5
82570,Eastern Railway,Summer,Freight,4,55.417739573710115,46140,36.8,65.0,3.0,42.5,2.33,5.14,57.2,68.4,16.7,119.8,24.73,34,83.7,85.6,4.2,None,0,None,53.8
82571,Western Railway,Summer,Freight,5,54.77297742269744,58102,35.3,63.6,1.4,34.4,4.14,5.46,60.0,51.0,17.1,102.3,23.7,19,90.7,59.0,6.3,None,0,None,60.3
82572,South Central Railway,Winter,Metro,4,42.68027918594917,49384,21.5,46.1,3.2,26.9,1.04,8.92,43.2,69.1,15.3,117.7,24.91,27,96.0,100.0,0.1,None,0,None,40.2
82573,Northern Railway,Monsoon,Express,8,95.7116656503432,416028,28.7,76.1,94.6,45.1,4.32,5.68,90.1,65.3,0.0,115.2,24.36,33,72.4,59.6,20.2,None,0,None,65.7
82574,South Central Railway,Monsoon,Passenger,26,74.33002328076151,27827,26.7,95.4,53.4,61.8,5.23,9.06,92.8,69.4,32.5,109.9,24.72,272,65.4,72.3,13.3,None,0,None,71.8
82575,South Central Railway,Summer,Express,4,99.16498468423501,140164,47.2,,6.7,37.6,3.8,3.35,78.9,64.9,39.1,85.5,26.38,241,57.4,70.0,18.1,Signal Failure,1,Low,70.1
82576,South Central Railway,Summer,Passenger,24,87.71236963674187,149527,32.8,44.7,11.0,34.9,2.27,9.4,76.3,60.8,81.9,62.9,23.82,195,56.9,60.9,7.7,Brake Failure,1,Medium,79.6
82577,Eastern Railway,Monsoon,Express,12,102.47821720014622,404811,23.1,78.0,13.5,39.1,3.07,5.66,78.8,59.1,37.6,96.3,25.46,235,45.5,51.9,70.7,None,0,None,81.0
82578,Western Railway,Winter,Passenger,2,71.11552739913833,61229,16.7,68.8,0.8,14.1,0.8,9.91,65.2,58.8,17.7,103.9,23.39,30,81.9,88.3,19.5,None,0,None,46.3
82579,Southern Railway,Summer,Express,19,102.13780803711931,45905,37.4,40.6,14.4,41.8,5.56,10.51,87.8,75.9,63.0,69.3,20.67,109,76.9,83.6,6.7,None,0,None,63.4
82580,Central Railway,Summer,Express,17,88.92953839362183,32211,40.7,54.2,0.8,48.7,4.52,15.23,90.2,81.6,64.3,90.5,25.46,280,49.0,40.0,14.4,Track Defect,1,High,91.1
82581,South Central Railway,Winter,Passenger,11,91.14926955706002,57743,24.9,40.5,0.1,21.6,4.35,5.42,75.8,65.5,29.4,117.8,22.91,99,67.7,60.3,7.9,Brake Failure,1,High,65.4
82582,Southern Railway,Summer,Express,6,133.7856554260101,75370,41.3,50.3,0.8,23.3,1.84,3.95,66.7,54.5,15.5,121.3,23.75,183,61.0,69.0,3.1,Bearing Failure,1,High,62.2
